Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0570          18.3094      18.1393       0.1701    29.2
0.0580          18.3062      18.1388       0.1674    28.8
0.0590          18.3108      18.1383       0.1725    29.7
0.0600          18.3089      18.1377       0.1712    29.4
0.0610          18.3158      18.1369       0.1790    30.8
0.0620          18.3168      18.1360       0.1809    31.1
0.0630          18.3195      18.1349       0.1845    31.7
0.0640          18.3247      18.1338       0.1909    32.8
0.0650          18.3247      18.1326       0.1921    33.0
0.0660          18.3310      18.1314       0.1996    34.3
0.0670          18.3333      18.1299       0.2034    35.0
0.0680          18.3296      18.1283       0.2013    34.6
0.0690          18.3389      18.1266       0.2123    36.5
0.0700          18.3401      18.1247       0.2154    37.0
0.0710          18.3399      18.1227       0.2172    37.3
0.0720          18.3386      18.1204       0.2182    37.5
0.0730          18.3404      18.1181       0.2224    38.2
0.0740          18.3462      18.1156       0.2306    39.7
0.0750          18.3532      18.1128       0.2404    41.3
0.0760          18.3525      18.1099       0.2425    41.7
0.0770          18.3575      18.1069       0.2506    43.1
0.0780          18.3587      18.1036       0.2551    43.9
0.0790          18.3687      18.1001       0.2686    46.2
0.0800          18.3734      18.0964       0.2771    47.6
0.0810          18.3705      18.0924       0.2782    47.8
0.0820          18.3642      18.0881       0.2761    47.5
0.0830          18.3568      18.0838       0.2730    46.9
0.0840          18.3583      18.0794       0.2789    48.0
0.0850          18.3560      18.0747       0.2813    48.4
0.0860          18.3608      18.0698       0.2910    50.0
0.0870          18.3498      18.0647       0.2851    49.0
0.0880          18.3551      18.0594       0.2957    50.8
0.0890          18.3537      18.0537       0.3000    51.6
0.0900          18.3652      18.0477       0.3176    54.6
0.0910          18.3632      18.0412       0.3220    55.4
0.0920          18.3560      18.0346       0.3214    55.3
0.0930          18.3522      18.0276       0.3246    55.8
0.0940          18.3542      18.0202       0.3339    57.4
0.0950          18.3636      18.0126       0.3510    60.4
0.0960          18.3666      18.0045       0.3622    62.3
0.0970          18.3647      17.9961       0.3686    63.4
0.0980          18.3716      17.9874       0.3843    66.1
0.0990          18.3627      17.9782       0.3845    66.1
0.1000          18.3635      17.9687       0.3948    67.9
0.1010          18.3615      17.9590       0.4025    69.2
0.1020          18.3566      17.9491       0.4075    70.0
0.1030          18.3545      17.9389       0.4156    71.5
0.1040          18.3516      17.9282       0.4233    72.8
0.1050          18.3442      17.9174       0.4268    73.4
0.1060          18.3379      17.9063       0.4316    74.2
0.1070          18.3426      17.8949       0.4477    77.0
0.1080          18.3456      17.8831       0.4625    79.5
0.1090          18.3448      17.8709       0.4739    81.5
0.1100          18.3446      17.8583       0.4864    83.6
0.1110          18.3502      17.8455       0.5048    86.8
0.1120          18.3563      17.8323       0.5239    90.1
0.1130          18.3634      17.8188       0.5447    93.6
0.1140          18.3580      17.8049       0.5531    95.1
0.1150          18.3547      17.7906       0.5641    97.0
0.1160          18.3630      17.7761       0.5869   100.9
0.1170          18.3595      17.7615       0.5980   102.8
0.1180          18.3590      17.7467       0.6123   105.3
0.1190          18.3779      17.7316       0.6463   111.1
0.1200          18.3666      17.7163       0.6504   111.8
0.1210          18.3672      17.7006       0.6666   114.6
0.1220          18.3885      17.6846       0.7039   121.0
0.1230          18.3805      17.6685       0.7120   122.4
0.1240          18.3829      17.6523       0.7306   125.6
0.1250          18.3797      17.6358       0.7439   127.9
0.1260          18.3864      17.6194       0.7670   131.9
0.1270          18.3905      17.6030       0.7876   135.4
0.1280          18.3822      17.5865       0.7957   136.8
0.1290          18.3643      17.5702       0.7941   136.5
0.1300          18.3495      17.5539       0.7956   136.8
0.1310          18.3599      17.5377       0.8222   141.4
0.1320          18.3584      17.5214       0.8371   143.9
0.1330          18.3562      17.5051       0.8511   146.3
0.1340          18.3612      17.4893       0.8719   149.9
0.1350          18.3584      17.4738       0.8847   152.1
0.1360          18.3700      17.4584       0.9115   156.7
0.1370          18.3696      17.4434       0.9262   159.2
0.1380          18.3809      17.4289       0.9521   163.7
0.1390          18.3741      17.4151       0.9590   164.9
0.1400          18.3519      17.4020       0.9500   163.3
0.1410          18.3694      17.3896       0.9798   168.4
0.1420          18.3707      17.3779       0.9929   170.7
0.1430          18.3614      17.3667       0.9946   171.0
0.1440          18.3608      17.3561       1.0047   172.7
0.1450          18.3497      17.3457       1.0039   172.6
0.1460          18.3592      17.3356       1.0236   176.0
0.1470          18.3365      17.3254       1.0111   173.8
0.1480          18.3249      17.3159       1.0090   173.5
0.1490          18.3164      17.3065       1.0099   173.6
0.1500          18.3276      17.2975       1.0300   177.1
0.1510          18.3173      17.2883       1.0290   176.9
0.1520          18.3140      17.2787       1.0352   178.0
0.1530          18.3092      17.2692       1.0400   178.8
0.1540          18.3298      17.2594       1.0705   184.0
0.1550          18.3360      17.2492       1.0868   186.8
0.1560          18.3312      17.2390       1.0922   187.8
0.1570          18.3311      17.2286       1.1025   189.5
0.1580          18.3509      17.2179       1.1331   194.8
0.1590          18.3473      17.2070       1.1403   196.0
0.1600          18.3559      17.1959       1.1600   199.4
0.1610          18.3710      17.1842       1.1868   204.0
0.1620          18.3788      17.1719       1.2069   207.5
0.1630          18.3977      17.1596       1.2381   212.9
0.1640          18.4016      17.1469       1.2547   215.7
0.1650          18.3986      17.1339       1.2646   217.4
0.1660          18.4028      17.1207       1.2821   220.4
0.1670          18.4020      17.1074       1.2946   222.6
0.1680          18.3922      17.0937       1.2984   223.2
0.1690          18.4083      17.0783       1.3299   228.6
0.1700          18.4165      17.0611       1.3554   233.0
0.1710          18.4025      17.0419       1.3606   233.9
0.1720          18.4057      17.0200       1.3857   238.2
0.1730          18.4199      16.9955       1.4244   244.9
0.1740          18.4101      16.9678       1.4422   247.9
0.1750          18.4194      16.9378       1.4816   254.7
0.1760          18.4208      16.9054       1.5154   260.5
0.1770          18.4154      16.8705       1.5449   265.6
0.1780          18.4120      16.8339       1.5782   271.3
0.1790          18.4208      16.7965       1.6243   279.2
0.1800          18.4066      16.7596       1.6471   283.2
0.1810          18.4191      16.7236       1.6955   291.5
0.1820          18.4023      16.6894       1.7129   294.5
0.1830          18.3894      16.6578       1.7316   297.7
0.1840          18.3901      16.6289       1.7612   302.8
0.1850          18.3864      16.6039       1.7826   306.5
0.1860          18.3886      16.5829       1.8057   310.4
0.1870          18.4111      16.5656       1.8455   317.3
0.1880          18.4114      16.5520       1.8594   319.7
0.1890          18.4103      16.5422       1.8682   321.2
0.1900          18.3871      16.5354       1.8517   318.4
0.1910          18.3639      16.5303       1.8336   315.2
0.1920          18.3613      16.5269       1.8344   315.4
0.1930          18.3561      16.5249       1.8312   314.8
0.1940          18.3473      16.5232       1.8242   313.6
0.1950          18.3592      16.5214       1.8379   316.0
0.1960          18.3686      16.5194       1.8492   317.9
0.1970          18.3449      16.5168       1.8281   314.3
0.1980          18.3426      16.5131       1.8295   314.5
0.1990          18.3217      16.5087       1.8130   311.7
0.2000          18.3316      16.5045       1.8271   314.1
0.2010          18.3011      16.5005       1.8006   309.6
0.2020          18.2771      16.4983       1.7789   305.8
0.2030          18.2580      16.4975       1.7605   302.7
0.2040          18.2726      16.4985       1.7741   305.0
0.2050          18.2718      16.5018       1.7700   304.3
0.2060          18.2617      16.5067       1.7550   301.7
0.2070          18.2636      16.5136       1.7500   300.9
0.2080          18.2851      16.5225       1.7626   303.0
0.2090          18.2959      16.5336       1.7623   303.0
0.2100          18.3133      16.5458       1.7676   303.9
0.2110          18.3164      16.5578       1.7586   302.3
0.2120          18.3176      16.5688       1.7488   300.7
0.2130          18.3265      16.5778       1.7487   300.6
0.2140          18.3496      16.5830       1.7666   303.7
0.2150          18.3806      16.5826       1.7980   309.1
0.2160          18.3741      16.5764       1.7977   309.1
0.2170          18.3830      16.5622       1.8208   313.0
0.2180          18.3612      16.5391       1.8221   313.3
0.2190          18.3669      16.5067       1.8602   319.8
0.2200          18.3763      16.4644       1.9119   328.7
0.2210          18.3738      16.4127       1.9611   337.2
0.2220          18.3549      16.3516       2.0032   344.4
0.2230          18.3580      16.2834       2.0746   356.7
0.2240          18.3800      16.2091       2.1709   373.2
0.2250          18.3618      16.1307       2.2311   383.6
0.2260          18.3603      16.0508       2.3096   397.1
0.2270          18.3437      15.9700       2.3737   408.1
0.2280          18.3330      15.8899       2.4432   420.0
0.2290          18.3492      15.8125       2.5367   436.1
0.2300          18.3680      15.7389       2.6291   452.0
0.2310          18.3264      15.6705       2.6559   456.6
0.2320          18.3819      15.6073       2.7746   477.0
0.2330          18.3998      15.5502       2.8496   489.9
0.2340          18.4204      15.4999       2.9205   502.1
0.2350          18.4227      15.4574       2.9654   509.8
0.2360          18.4113      15.4233       2.9880   513.7
0.2370          18.3870      15.3982       2.9889   513.8
0.2380          18.3597      15.3823       2.9775   511.9
0.2390          18.3566      15.3749       2.9817   512.6
0.2400          18.3690      15.3751       2.9939   514.7
0.2410          18.3581      15.3822       2.9759   511.6
0.2420          18.3782      15.3961       2.9820   512.7
0.2430          18.3683      15.4148       2.9535   507.8
0.2440          18.3482      15.4353       2.9129   500.8
0.2450          18.3369      15.4546       2.8823   495.5
0.2460          18.3312      15.4703       2.8609   491.8
0.2470          18.3588      15.4795       2.8793   495.0
0.2480          18.3392      15.4784       2.8608   491.8
0.2490          18.3242      15.4663       2.8579   491.3
0.2500          18.3412      15.4418       2.8994   498.5
0.2510          18.3157      15.4049       2.9108   500.4
0.2520          18.3114      15.3563       2.9551   508.0
0.2530          18.2915      15.2972       2.9943   514.8
0.2540          18.2899      15.2298       3.0601   526.1
0.2550          18.2668      15.1583       3.1085   534.4
0.2560          18.2671      15.0855       3.1816   547.0
0.2570          18.2584      15.0128       3.2456   558.0
0.2580          18.2131      14.9427       3.2704   562.2
0.2590          18.2248      14.8761       3.3487   575.7
0.2600          18.2070      14.8145       3.3925   583.2
0.2610          18.2119      14.7593       3.4526   593.6
0.2620          18.2115      14.7104       3.5011   601.9
0.2630          18.2146      14.6682       3.5464   609.7
0.2640          18.1868      14.6328       3.5540   611.0
0.2650          18.1969      14.6034       3.5934   617.8
0.2660          18.1977      14.5797       3.6180   622.0
0.2670          18.1899      14.5618       3.6281   623.7
0.2680          18.2187      14.5487       3.6700   630.9
0.2690          18.2318      14.5408       3.6910   634.5
0.2700          18.1984      14.5381       3.6603   629.3
0.2710          18.2093      14.5406       3.6686   630.7
0.2720          18.1946      14.5475       3.6471   627.0
0.2730          18.1790      14.5571       3.6218   622.7
0.2740          18.1771      14.5688       3.6082   620.3
0.2750          18.1632      14.5819       3.5813   615.7
0.2760          18.1575      14.5961       3.5614   612.3
0.2770          18.1579      14.6111       3.5469   609.8
0.2780          18.1550      14.6254       3.5296   606.8
0.2790          18.1442      14.6377       3.5066   602.8
0.2800          18.1456      14.6467       3.4988   601.5
0.2810          18.1409      14.6515       3.4894   599.9
0.2820          18.1669      14.6511       3.5157   604.4
0.2830          18.1420      14.6432       3.4988   601.5
0.2840          18.1500      14.6268       3.5232   605.7
0.2850          18.1737      14.6020       3.5717   614.0
0.2860          18.1967      14.5702       3.6264   623.5
0.2870          18.1566      14.5304       3.6263   623.4
0.2880          18.1756      14.4840       3.6916   634.7
0.2890          18.1734      14.4313       3.7420   643.3
0.2900          18.1635      14.3733       3.7902   651.6
0.2910          18.1386      14.3129       3.8257   657.7
0.2920          18.0952      14.2517       3.8435   660.8
0.2930          18.1250      14.1917       3.9333   676.2
0.2940          18.1012      14.1352       3.9660   681.8
0.2950          18.1050      14.0832       4.0218   691.4
0.2960          18.0831      14.0370       4.0461   695.6
0.2970          18.1183      13.9975       4.1208   708.4
0.2980          18.1017      13.9651       4.1366   711.2
0.2990          18.1092      13.9394       4.1698   716.9
0.3000          18.1483      13.9198       4.2285   727.0
0.3010          18.1603      13.9062       4.2541   731.4
0.3020          18.1547      13.8986       4.2562   731.7
0.3030          18.1671      13.8947       4.2724   734.5
0.3040          18.1726      13.8932       4.2794   735.7
0.3050          18.1507      13.8926       4.2581   732.0
0.3060          18.1869      13.8918       4.2952   738.4
0.3070          18.2044      13.8884       4.3159   742.0
0.3080          18.2358      13.8819       4.3539   748.5
0.3090          18.2306      13.8726       4.3580   749.2
0.3100          18.2164      13.8594       4.3570   749.1
0.3110          18.2141      13.8431       4.3711   751.5
0.3120          18.2398      13.8232       4.4167   759.3
0.3130          18.2592      13.8001       4.4590   766.6
0.3140          18.2299      13.7746       4.4553   766.0
0.3150          18.2345      13.7471       4.4874   771.5
0.3160          18.1856      13.7197       4.4659   767.8
0.3170          18.1637      13.6919       4.4718   768.8
0.3180          18.1559      13.6663       4.4896   771.8
0.3190          18.1443      13.6428       4.5016   773.9
0.3200          18.1484      13.6227       4.5257   778.0
0.3210          18.1415      13.6058       4.5357   779.8
0.3220          18.1518      13.5914       4.5604   784.0
0.3230          18.1233      13.5796       4.5437   781.1
0.3240          18.1124      13.5708       4.5416   780.8
0.3250          18.1188      13.5658       4.5530   782.7
0.3260          18.1046      13.5621       4.5425   780.9
0.3270          18.0597      13.5586       4.5010   773.8
0.3280          18.0242      13.5540       4.4702   768.5
0.3290          18.0048      13.5483       4.4565   766.2
0.3300          17.9982      13.5407       4.4575   766.3
0.3310          17.9962      13.5314       4.4648   767.6
0.3320          17.9838      13.5200       4.4638   767.4
0.3330          17.9726      13.5055       4.4671   768.0
0.3340          18.0004      13.4881       4.5123   775.7
0.3350          17.9943      13.4682       4.5261   778.1
0.3360          17.9305      13.4477       4.4828   770.7
0.3370          17.9200      13.4271       4.4929   772.4
0.3380          17.9140      13.4059       4.5081   775.0
0.3390          17.9132      13.3834       4.5298   778.8
0.3400          17.8911      13.3586       4.5324   779.2
0.3410          17.8518      13.3324       4.5195   777.0
0.3420          17.8599      13.3045       4.5554   783.2
0.3430          17.8433      13.2753       4.5680   785.3
0.3440          17.8579      13.2441       4.6139   793.2
0.3450          17.7985      13.2109       4.5876   788.7
0.3460          17.7994      13.1761       4.6233   794.8
0.3470          17.8075      13.1411       4.6664   802.2
0.3480          17.7926      13.1067       4.6859   805.6
0.3490          17.7761      13.0751       4.7009   808.2
0.3500          17.7563      13.0465       4.7098   809.7
0.3510          17.7692      13.0213       4.7479   816.3
0.3520          17.7353      13.0001       4.7352   814.1
0.3530          17.7024      12.9837       4.7186   811.2
0.3540          17.6668      12.9718       4.6949   807.1
0.3550          17.6387      12.9641       4.6746   803.6
0.3560          17.6385      12.9609       4.6776   804.2
0.3570          17.6575      12.9611       4.6964   807.4
0.3580          17.6393      12.9643       4.6749   803.7
0.3590          17.6398      12.9702       4.6697   802.8
0.3600          17.6155      12.9777       4.6378   797.3
0.3610          17.6000      12.9867       4.6133   793.1
0.3620          17.5205      12.9962       4.5243   777.8
0.3630          17.5445      13.0055       4.5390   780.3
0.3640          17.5460      13.0147       4.5312   779.0
0.3650          17.5384      13.0245       4.5139   776.0
0.3660          17.5479      13.0357       4.5121   775.7
0.3670          17.5569      13.0485       4.5085   775.1
0.3680          17.5719      13.0635       4.5084   775.1
0.3690          17.5597      13.0805       4.4791   770.0
0.3700          17.5492      13.0992       4.4500   765.0
0.3710          17.5175      13.1198       4.3977   756.0
0.3720          17.5032      13.1419       4.3613   749.8
0.3730          17.4847      13.1657       4.3190   742.5
0.3740          17.4808      13.1899       4.2909   737.7
0.3750          17.4893      13.2139       4.2753   735.0
0.3760          17.5076      13.2375       4.2701   734.1
0.3770          17.5274      13.2585       4.2689   733.9
0.3780          17.5470      13.2764       4.2707   734.2
0.3790          17.5477      13.2920       4.2557   731.6
0.3800          17.5697      13.3034       4.2663   733.5
0.3810          17.5845      13.3094       4.2751   735.0
0.3820          17.5824      13.3113       4.2711   734.3
0.3830          17.6238      13.3099       4.3139   741.6
0.3840          17.6018      13.3048       4.2969   738.7
0.3850          17.6109      13.2972       4.3137   741.6
0.3860          17.6158      13.2888       4.3270   743.9
0.3870          17.6491      13.2806       4.3685   751.0
0.3880          17.6445      13.2732       4.3713   751.5
0.3890          17.6593      13.2670       4.3923   755.1
0.3900          17.6699      13.2627       4.4072   757.7
0.3910          17.6990      13.2602       4.4389   763.1
0.3920          17.7013      13.2584       4.4429   763.8
0.3930          17.6874      13.2565       4.4309   761.8
0.3940          17.6805      13.2525       4.4280   761.3
0.3950          17.6829      13.2420       4.4410   763.5
0.3960          17.6646      13.2232       4.4415   763.6
0.3970          17.6269      13.1952       4.4317   761.9
0.3980          17.6371      13.1593       4.4778   769.8
0.3990          17.6524      13.1142       4.5382   780.2
0.4000          17.6576      13.0611       4.5965   790.2
0.4010          17.6841      13.0013       4.6829   805.1
0.4020          17.6538      12.9384       4.7154   810.7
0.4030          17.6330      12.8731       4.7599   818.3
0.4040          17.6222      12.8077       4.8146   827.7
0.4050          17.5974      12.7434       4.8540   834.5
0.4060          17.5984      12.6803       4.9181   845.5
0.4070          17.6115      12.6203       4.9912   858.1
0.4080          17.6287      12.5642       5.0645   870.7
0.4090          17.6098      12.5115       5.0983   876.5
0.4100          17.6061      12.4624       5.1437   884.3
0.4110          17.5766      12.4171       5.1595   887.0
0.4120          17.5772      12.3762       5.2010   894.1
0.4130          17.5727      12.3406       5.2321   899.5
0.4140          17.5437      12.3098       5.2339   899.8
0.4150          17.5780      12.2836       5.2945   910.2
0.4160          17.5425      12.2628       5.2797   907.7
0.4170          17.5785      12.2476       5.3309   916.5
0.4180          17.6020      12.2385       5.3635   922.1
0.4190          17.5648      12.2351       5.3297   916.3
0.4200          17.5743      12.2374       5.3369   917.5
0.4210          17.5456      12.2458       5.2998   911.1
0.4220          17.5489      12.2599       5.2890   909.3
0.4230          17.5791      12.2791       5.3000   911.2
0.4240          17.5814      12.3032       5.2781   907.4
0.4250          17.5973      12.3321       5.2652   905.2
0.4260          17.5856      12.3647       5.2209   897.6
0.4270          17.6054      12.3997       5.2057   895.0
0.4280          17.5841      12.4359       5.1482   885.1
0.4290          17.5731      12.4716       5.1015   877.0
0.4300          17.5767      12.5054       5.0713   871.9
0.4310          17.6042      12.5352       5.0690   871.5
0.4320          17.6390      12.5608       5.0782   873.0
0.4330          17.6574      12.5814       5.0760   872.7
0.4340          17.6506      12.5956       5.0550   869.0
0.4350          17.7023      12.6037       5.0986   876.5
0.4360          17.6722      12.6048       5.0674   871.2
0.4370          17.6644      12.5998       5.0647   870.7
0.4380          17.6451      12.5887       5.0564   869.3
0.4390          17.6367      12.5716       5.0651   870.8
0.4400          17.6365      12.5489       5.0876   874.6
0.4410          17.6478      12.5217       5.1261   881.3
0.4420          17.6154      12.4913       5.1242   880.9
0.4430          17.5924      12.4584       5.1340   882.6
0.4440          17.5800      12.4241       5.1559   886.4
0.4450          17.5536      12.3899       5.1637   887.7
0.4460          17.5297      12.3561       5.1736   889.4
0.4470          17.5355      12.3232       5.2123   896.1
0.4480          17.5661      12.2909       5.2751   906.9
0.4490          17.5792      12.2589       5.3203   914.7
0.4500          17.5773      12.2272       5.3502   919.8
0.4510          17.5821      12.1960       5.3861   926.0
0.4520          17.5884      12.1654       5.4230   932.3
0.4530          17.5640      12.1357       5.4283   933.2
0.4540          17.5980      12.1061       5.4918   944.2
0.4550          17.5560      12.0766       5.4794   942.0
0.4560          17.5245      12.0483       5.4763   941.5
0.4570          17.5157      12.0218       5.4939   944.5
0.4580          17.4873      11.9973       5.4900   943.8
0.4590          17.4582      11.9753       5.4829   942.6
0.4600          17.4887      11.9562       5.5325   951.1
0.4610          17.4840      11.9404       5.5436   953.0
0.4620          17.4843      11.9292       5.5551   955.0
0.4630          17.4996      11.9226       5.5770   958.8
0.4640          17.4513      11.9214       5.5299   950.7
0.4650          17.4914      11.9263       5.5651   956.7
0.4660          17.4776      11.9375       5.5400   952.4
0.4670          17.4982      11.9546       5.5436   953.1
0.4680          17.4736      11.9772       5.4964   944.9
0.4690          17.4561      12.0049       5.4512   937.2
0.4700          17.4547      12.0373       5.4174   931.4
0.4710          17.3932      12.0727       5.3205   914.7
0.4720          17.4034      12.1087       5.2947   910.3
0.4730          17.3977      12.1443       5.2534   903.2
0.4740          17.4233      12.1779       5.2453   901.8
0.4750          17.3706      12.2080       5.1626   887.5
0.4760          17.3582      12.2345       5.1237   880.9
0.4770          17.3198      12.2562       5.0636   870.5
0.4780          17.3264      12.2724       5.0539   868.9
0.4790          17.3655      12.2816       5.0839   874.0
0.4800          17.3576      12.2833       5.0743   872.4
0.4810          17.3715      12.2786       5.0929   875.6
0.4820          17.3311      12.2668       5.0643   870.6
0.4830          17.2987      12.2483       5.0504   868.3
0.4840          17.3521      12.2233       5.1288   881.7
0.4850          17.3703      12.1943       5.1760   889.9
0.4860          17.3956      12.1624       5.2332   899.7
0.4870          17.3678      12.1291       5.2386   900.6
0.4880          17.3485      12.0966       5.2518   902.9
0.4890          17.3220      12.0654       5.2567   903.7
0.4900          17.3081      12.0373       5.2708   906.2
0.4910          17.2928      12.0140       5.2788   907.5
0.4920          17.2757      11.9956       5.2801   907.7
0.4930          17.2823      11.9834       5.2989   911.0
0.4940          17.2865      11.9779       5.3086   912.6
0.4950          17.2431      11.9790       5.2641   905.0
0.4960          17.2785      11.9864       5.2922   909.8
0.4970          17.2957      11.9992       5.2965   910.6
0.4980          17.2172      12.0163       5.2009   894.1
0.4990          17.1961      12.0363       5.1597   887.1
0.5000          17.2033      12.0579       5.1454   884.6
0.5010          17.2186      12.0790       5.1396   883.6
0.5020          17.2410      12.0991       5.1419   884.0
0.5030          17.2245      12.1166       5.1079   878.1
0.5040          17.2188      12.1305       5.0883   874.8
0.5050          17.2129      12.1402       5.0727   872.1
0.5060          17.1968      12.1458       5.0511   868.4
0.5070          17.1608      12.1452       5.0156   862.3
0.5080          17.2093      12.1385       5.0708   871.8
0.5090          17.1841      12.1269       5.0573   869.4
0.5100          17.1924      12.1117       5.0808   873.5
0.5110          17.1640      12.0935       5.0705   871.7
0.5120          17.1804      12.0723       5.1081   878.2
0.5130          17.1610      12.0483       5.1127   879.0
0.5140          17.1485      12.0230       5.1255   881.2
0.5150          17.1451      11.9980       5.1471   884.9
0.5160          17.1343      11.9740       5.1603   887.2
0.5170          17.1105      11.9521       5.1584   886.8
0.5180          17.0986      11.9323       5.1664   888.2
0.5190          17.0793      11.9147       5.1646   887.9
0.5200          17.0866      11.8994       5.1872   891.8
0.5210          17.0622      11.8866       5.1755   889.8
0.5220          17.0920      11.8762       5.2157   896.7
0.5230          17.0838      11.8672       5.2165   896.8
0.5240          17.0885      11.8598       5.2287   898.9
0.5250          17.0551      11.8542       5.2009   894.1
0.5260          17.0154      11.8504       5.1649   887.9
0.5270          16.9756      11.8483       5.1273   881.5
0.5280          16.9887      11.8475       5.1412   883.9
0.5290          16.9675      11.8473       5.1203   880.3
0.5300          16.9299      11.8470       5.0829   873.9
0.5310          16.9519      11.8463       5.1056   877.7
0.5320          16.9563      11.8446       5.1117   878.8
0.5330          16.9183      11.8409       5.0774   872.9
0.5340          16.9053      11.8355       5.0699   871.6
0.5350          16.9152      11.8283       5.0869   874.5
0.5360          16.9170      11.8195       5.0974   876.3
0.5370          16.9365      11.8090       5.1275   881.5
0.5380          16.9268      11.7957       5.1311   882.1
0.5390          16.9241      11.7799       5.1442   884.4
0.5400          16.9197      11.7620       5.1578   886.7
0.5410          16.8611      11.7423       5.1188   880.0
0.5420          16.8672      11.7207       5.1465   884.8
0.5430          16.8777      11.6974       5.1802   890.6
0.5440          16.8500      11.6729       5.1771   890.0
0.5450          16.8338      11.6475       5.1863   891.6
0.5460          16.8111      11.6214       5.1897   892.2
0.5470          16.7861      11.5955       5.1906   892.4
0.5480          16.8088      11.5705       5.2382   900.5
0.5490          16.8011      11.5474       5.2537   903.2
0.5500          16.7911      11.5258       5.2653   905.2
0.5510          16.7863      11.5069       5.2794   907.6
0.5520          16.8005      11.4918       5.3087   912.7
0.5530          16.8099      11.4804       5.3294   916.2
0.5540          16.8420      11.4730       5.3690   923.0
0.5550          16.8259      11.4700       5.3559   920.8
0.5560          16.8321      11.4708       5.3613   921.7
0.5570          16.8156      11.4754       5.3402   918.1
0.5580          16.8025      11.4836       5.3189   914.4
0.5590          16.7997      11.4954       5.3043   911.9
0.5600          16.8019      11.5101       5.2918   909.8
0.5610          16.8115      11.5266       5.2849   908.6
0.5620          16.8454      11.5444       5.3010   911.3
0.5630          16.8367      11.5618       5.2749   906.9
0.5640          16.8556      11.5780       5.2776   907.3
0.5650          16.8790      11.5916       5.2874   909.0
0.5660          16.8671      11.6020       5.2651   905.2
0.5670          16.8365      11.6081       5.2284   898.9
0.5680          16.8075      11.6095       5.1980   893.6
0.5690          16.7724      11.6053       5.1671   888.3
0.5700          16.8026      11.5955       5.2071   895.2
0.5710          16.7401      11.5800       5.1602   887.1
0.5720          16.7616      11.5583       5.2033   894.5
0.5730          16.7784      11.5314       5.2470   902.1
0.5740          16.7512      11.4988       5.2524   903.0
0.5750          16.7186      11.4615       5.2572   903.8
0.5760          16.7492      11.4211       5.3281   916.0
0.5770          16.7366      11.3783       5.3583   921.2
0.5780          16.7096      11.3349       5.3747   924.0
0.5790          16.6747      11.2913       5.3834   925.5
