Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0550          87.2223      77.2143      10.0080  1382.6
0.0560          87.2255      77.1645      10.0610  1389.9
0.0570          87.1914      77.0817      10.1097  1396.7
0.0580          87.1489      76.9820      10.1669  1404.6
0.0590          87.1159      76.8785      10.2374  1414.3
0.0600          87.1032      76.7792      10.3239  1426.2
0.0610          87.0486      76.6897      10.3590  1431.1
0.0620          87.1115      76.6132      10.4984  1450.3
0.0630          87.0712      76.5553      10.5159  1452.8
0.0640          87.1057      76.5222      10.5835  1462.1
0.0650          87.1117      76.5152      10.5964  1463.9
0.0660          87.0438      76.5335      10.5102  1452.0
0.0670          87.0200      76.5757      10.4444  1442.9
0.0680          86.9794      76.6424      10.3370  1428.1
0.0690          86.9809      76.7344      10.2466  1415.6
0.0700          86.9997      76.8505      10.1493  1402.1
0.0710          86.9396      76.9860       9.9537  1375.1
0.0720          86.9286      77.1197       9.8089  1355.1
0.0730          86.8895      77.2280       9.6615  1334.7
0.0740          86.8547      77.2861       9.5686  1321.9
0.0750          86.8192      77.2723       9.5469  1318.9
0.0760          86.8449      77.1818       9.6631  1334.9
0.0770          86.8814      77.0317       9.8497  1360.7
0.0780          86.8491      76.8449      10.0042  1382.1
0.0790          86.7860      76.6533      10.1326  1399.8
0.0800          86.7144      76.4822      10.2322  1413.6
0.0810          86.6937      76.3468      10.3469  1429.4
0.0820          86.7293      76.2529      10.4763  1447.3
0.0830          86.7002      76.1986      10.5016  1450.8
0.0840          86.6889      76.1785      10.5104  1452.0
0.0850          86.6831      76.1826      10.5005  1450.6
0.0860          86.6537      76.2016      10.4521  1443.9
0.0870          86.6832      76.2260      10.4572  1444.7
0.0880          86.6503      76.2510      10.3992  1436.6
0.0890          86.6460      76.2702      10.3757  1433.4
0.0900          86.5897      76.2784      10.3113  1424.5
0.0910          86.5667      76.2747      10.2920  1421.8
0.0920          86.5550      76.2591      10.2959  1422.4
0.0930          86.5505      76.2351      10.3154  1425.1
0.0940          86.5455      76.2051      10.3404  1428.5
0.0950          86.5820      76.1708      10.4112  1438.3
0.0960          86.5145      76.1344      10.3801  1434.0
0.0970          86.4746      76.0943      10.3804  1434.0
0.0980          86.4917      76.0516      10.4401  1442.3
0.0990          86.4757      76.0102      10.4655  1445.8
0.1000          86.3852      75.9726      10.4126  1438.5
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
