Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000           2.6876       2.6876       0.0000     0.0
0.0010           2.6883       2.6876       0.0007     0.8
0.0020           2.6893       2.6876       0.0017     1.9
0.0030           2.6899       2.6876       0.0023     2.7
0.0040           2.6902       2.6876       0.0026     3.0
0.0050           2.6897       2.6876       0.0021     2.4
0.0060           2.6901       2.6876       0.0024     2.8
0.0070           2.6906       2.6877       0.0029     3.4
0.0080           2.6903       2.6877       0.0026     3.0
0.0090           2.6907       2.6877       0.0030     3.5
0.0100           2.6916       2.6877       0.0039     4.5
0.0110           2.6928       2.6877       0.0050     5.9
0.0120           2.6919       2.6877       0.0042     4.9
0.0130           2.6925       2.6878       0.0047     5.5
0.0140           2.6923       2.6878       0.0045     5.2
0.0150           2.6937       2.6878       0.0059     6.8
0.0160           2.6934       2.6879       0.0055     6.4
0.0170           2.6938       2.6879       0.0059     6.9
0.0180           2.6941       2.6879       0.0062     7.2
0.0190           2.6952       2.6880       0.0072     8.4
0.0200           2.6964       2.6880       0.0084     9.7
0.0210           2.6962       2.6881       0.0081     9.4
0.0220           2.6959       2.6881       0.0078     9.1
0.0230           2.6965       2.6882       0.0083     9.6
0.0240           2.6975       2.6883       0.0093    10.8
0.0250           2.6979       2.6883       0.0096    11.1
0.0260           2.6978       2.6884       0.0094    10.9
0.0270           2.6969       2.6885       0.0085     9.8
0.0280           2.6969       2.6886       0.0084     9.7
0.0290           2.6983       2.6887       0.0096    11.2
0.0300           2.6974       2.6887       0.0087    10.1
0.0310           2.6994       2.6888       0.0106    12.3
0.0320           2.6998       2.6890       0.0108    12.6
0.0330           2.7007       2.6891       0.0116    13.5
0.0340           2.6996       2.6892       0.0105    12.1
0.0350           2.7007       2.6893       0.0114    13.2
0.0360           2.7030       2.6895       0.0135    15.7
0.0370           2.7013       2.6896       0.0117    13.5
0.0380           2.7023       2.6898       0.0125    14.5
0.0390           2.7016       2.6899       0.0117    13.6
0.0400           2.7016       2.6901       0.0115    13.4
0.0410           2.7023       2.6903       0.0120    13.9
0.0420           2.7015       2.6905       0.0110    12.8
0.0430           2.7015       2.6906       0.0109    12.6
0.0440           2.7026       2.6908       0.0118    13.7
0.0450           2.7046       2.6910       0.0136    15.7
0.0460           2.7044       2.6912       0.0132    15.3
0.0470           2.7048       2.6914       0.0134    15.6
0.0480           2.7062       2.6916       0.0146    16.9
0.0490           2.7042       2.6918       0.0123    14.3
0.0500           2.7053       2.6920       0.0133    15.4
0.0510           2.7074       2.6923       0.0151    17.5
0.0520           2.7079       2.6925       0.0154    17.9
0.0530           2.7081       2.6927       0.0154    17.9
0.0540           2.7082       2.6929       0.0153    17.8
0.0550           2.7087       2.6931       0.0156    18.1
0.0560           2.7095       2.6934       0.0161    18.7
0.0570           2.7128       2.6937       0.0191    22.2
0.0580           2.7132       2.6940       0.0193    22.3
0.0590           2.7141       2.6942       0.0198    23.0
0.0600           2.7152       2.6945       0.0207    24.1
0.0610           2.7157       2.6947       0.0210    24.4
0.0620           2.7165       2.6950       0.0215    24.9
0.0630           2.7165       2.6953       0.0212    24.6
0.0640           2.7159       2.6956       0.0203    23.6
0.0650           2.7143       2.6958       0.0184    21.4
0.0660           2.7143       2.6961       0.0182    21.1
0.0670           2.7139       2.6963       0.0176    20.4
0.0680           2.7131       2.6965       0.0166    19.3
0.0690           2.7119       2.6967       0.0152    17.7
0.0700           2.7133       2.6969       0.0164    19.1
0.0710           2.7140       2.6970       0.0169    19.6
0.0720           2.7149       2.6972       0.0177    20.6
0.0730           2.7156       2.6973       0.0183    21.3
0.0740           2.7139       2.6974       0.0165    19.2
0.0750           2.7176       2.6975       0.0201    23.3
0.0760           2.7166       2.6976       0.0190    22.0
0.0770           2.7166       2.6977       0.0188    21.9
0.0780           2.7170       2.6979       0.0191    22.2
0.0790           2.7203       2.6981       0.0222    25.8
0.0800           2.7214       2.6983       0.0231    26.8
0.0810           2.7210       2.6985       0.0225    26.1
0.0820           2.7209       2.6987       0.0222    25.8
0.0830           2.7205       2.6989       0.0215    25.0
0.0840           2.7205       2.6992       0.0213    24.7
0.0850           2.7191       2.6994       0.0197    22.9
0.0860           2.7192       2.6995       0.0197    22.8
0.0870           2.7202       2.6997       0.0205    23.8
0.0880           2.7198       2.6998       0.0200    23.2
0.0890           2.7158       2.6999       0.0159    18.5
0.0900           2.7153       2.6999       0.0154    17.9
0.0910           2.7138       2.7000       0.0138    16.0
0.0920           2.7141       2.7000       0.0141    16.4
0.0930           2.7152       2.7000       0.0151    17.6
0.0940           2.7154       2.7001       0.0154    17.9
0.0950           2.7136       2.7000       0.0136    15.8
0.0960           2.7127       2.7000       0.0126    14.7
0.0970           2.7127       2.7000       0.0128    14.8
0.0980           2.7150       2.6999       0.0151    17.5
0.0990           2.7149       2.6998       0.0151    17.5
0.1000           2.7142       2.6996       0.0146    16.9
0.1010           2.7139       2.6995       0.0144    16.7
0.1020           2.7154       2.6993       0.0161    18.7
0.1030           2.7175       2.6991       0.0183    21.3
0.1040           2.7182       2.6989       0.0193    22.4
0.1050           2.7175       2.6986       0.0188    21.8
0.1060           2.7184       2.6984       0.0200    23.2
0.1070           2.7181       2.6982       0.0199    23.1
0.1080           2.7153       2.6980       0.0173    20.1
0.1090           2.7140       2.6977       0.0163    18.9
0.1100           2.7162       2.6975       0.0187    21.7
0.1110           2.7159       2.6971       0.0187    21.8
0.1120           2.7172       2.6967       0.0204    23.7
0.1130           2.7167       2.6963       0.0204    23.7
0.1140           2.7141       2.6959       0.0182    21.1
0.1150           2.7152       2.6955       0.0197    22.9
0.1160           2.7153       2.6950       0.0203    23.6
0.1170           2.7164       2.6945       0.0219    25.4
0.1180           2.7134       2.6941       0.0193    22.4
0.1190           2.7144       2.6937       0.0208    24.1
0.1200           2.7186       2.6932       0.0254    29.4
0.1210           2.7178       2.6928       0.0250    29.0
0.1220           2.7163       2.6924       0.0239    27.8
0.1230           2.7159       2.6919       0.0240    27.8
0.1240           2.7172       2.6915       0.0258    29.9
0.1250           2.7187       2.6909       0.0278    32.2
0.1260           2.7209       2.6904       0.0305    35.4
0.1270           2.7184       2.6899       0.0285    33.0
0.1280           2.7168       2.6894       0.0274    31.8
0.1290           2.7185       2.6889       0.0297    34.4
0.1300           2.7187       2.6883       0.0304    35.3
0.1310           2.7146       2.6878       0.0268    31.1
0.1320           2.7150       2.6873       0.0278    32.2
0.1330           2.7154       2.6867       0.0286    33.2
0.1340           2.7176       2.6862       0.0314    36.4
0.1350           2.7181       2.6858       0.0323    37.5
0.1360           2.7167       2.6853       0.0313    36.4
0.1370           2.7182       2.6850       0.0332    38.5
0.1380           2.7167       2.6846       0.0322    37.3
0.1390           2.7147       2.6842       0.0305    35.4
0.1400           2.7156       2.6838       0.0318    36.9
0.1410           2.7160       2.6834       0.0326    37.9
0.1420           2.7174       2.6829       0.0345    40.0
0.1430           2.7133       2.6825       0.0308    35.8
0.1440           2.7135       2.6821       0.0314    36.5
0.1450           2.7138       2.6817       0.0321    37.3
0.1460           2.7157       2.6813       0.0344    39.9
0.1470           2.7220       2.6808       0.0412    47.8
0.1480           2.7189       2.6804       0.0385    44.7
0.1490           2.7246       2.6799       0.0446    51.8
0.1500           2.7223       2.6795       0.0428    49.6
0.1510           2.7244       2.6792       0.0452    52.4
0.1520           2.7265       2.6789       0.0476    55.3
0.1530           2.7262       2.6785       0.0477    55.4
0.1540           2.7284       2.6781       0.0502    58.3
0.1550           2.7286       2.6778       0.0509    59.0
0.1560           2.7304       2.6774       0.0531    61.6
0.1570           2.7319       2.6769       0.0550    63.8
0.1580           2.7296       2.6765       0.0532    61.7
0.1590           2.7300       2.6760       0.0540    62.7
0.1600           2.7323       2.6756       0.0567    65.8
0.1610           2.7313       2.6751       0.0562    65.2
0.1620           2.7320       2.6747       0.0573    66.5
0.1630           2.7365       2.6743       0.0623    72.3
0.1640           2.7386       2.6738       0.0648    75.2
0.1650           2.7417       2.6734       0.0683    79.2
0.1660           2.7427       2.6730       0.0697    80.9
0.1670           2.7433       2.6726       0.0708    82.1
0.1680           2.7431       2.6721       0.0710    82.4
0.1690           2.7467       2.6716       0.0752    87.2
0.1700           2.7448       2.6710       0.0738    85.6
0.1710           2.7398       2.6705       0.0693    80.4
0.1720           2.7401       2.6700       0.0702    81.4
0.1730           2.7396       2.6694       0.0702    81.5
0.1740           2.7413       2.6689       0.0724    84.0
0.1750           2.7412       2.6683       0.0729    84.6
0.1760           2.7424       2.6677       0.0747    86.7
0.1770           2.7454       2.6670       0.0784    91.0
0.1780           2.7418       2.6663       0.0755    87.6
0.1790           2.7355       2.6656       0.0699    81.1
0.1800           2.7360       2.6650       0.0710    82.4
0.1810           2.7370       2.6643       0.0727    84.4
0.1820           2.7370       2.6637       0.0733    85.1
0.1830           2.7353       2.6629       0.0724    84.0
0.1840           2.7381       2.6621       0.0759    88.1
0.1850           2.7370       2.6613       0.0757    87.8
0.1860           2.7393       2.6605       0.0788    91.5
0.1870           2.7375       2.6597       0.0779    90.4
0.1880           2.7370       2.6588       0.0782    90.7
0.1890           2.7298       2.6580       0.0718    83.3
0.1900           2.7329       2.6571       0.0758    87.9
0.1910           2.7325       2.6562       0.0764    88.6
0.1920           2.7308       2.6551       0.0757    87.8
0.1930           2.7351       2.6539       0.0812    94.2
0.1940           2.7375       2.6525       0.0850    98.6
0.1950           2.7361       2.6512       0.0849    98.5
0.1960           2.7386       2.6498       0.0888   103.0
0.1970           2.7407       2.6483       0.0924   107.2
0.1980           2.7381       2.6466       0.0915   106.2
0.1990           2.7389       2.6449       0.0940   109.1
0.2000           2.7421       2.6430       0.0991   115.0
0.2010           2.7379       2.6409       0.0970   112.6
0.2020           2.7403       2.6388       0.1015   117.8
0.2030           2.7390       2.6366       0.1024   118.8
0.2040           2.7369       2.6343       0.1027   119.1
0.2050           2.7367       2.6318       0.1049   121.7
0.2060           2.7370       2.6292       0.1079   125.2
0.2070           2.7361       2.6264       0.1096   127.2
0.2080           2.7400       2.6235       0.1165   135.2
0.2090           2.7414       2.6204       0.1210   140.5
0.2100           2.7477       2.6170       0.1307   151.6
0.2110           2.7479       2.6134       0.1345   156.1
0.2120           2.7494       2.6096       0.1398   162.2
0.2130           2.7525       2.6055       0.1470   170.6
0.2140           2.7533       2.6012       0.1521   176.5
0.2150           2.7523       2.5967       0.1556   180.5
0.2160           2.7480       2.5920       0.1560   181.0
0.2170           2.7538       2.5871       0.1667   193.4
0.2180           2.7555       2.5818       0.1736   201.5
0.2190           2.7556       2.5763       0.1794   208.2
0.2200           2.7557       2.5705       0.1852   214.9
0.2210           2.7548       2.5644       0.1904   221.0
0.2220           2.7564       2.5580       0.1985   230.3
0.2230           2.7653       2.5512       0.2140   248.4
0.2240           2.7583       2.5441       0.2142   248.6
0.2250           2.7531       2.5367       0.2164   251.1
0.2260           2.7569       2.5290       0.2280   264.5
0.2270           2.7570       2.5209       0.2360   273.9
0.2280           2.7589       2.5124       0.2465   286.0
0.2290           2.7539       2.5035       0.2504   290.6
0.2300           2.7565       2.4942       0.2624   304.5
0.2310           2.7539       2.4844       0.2695   312.8
0.2320           2.7538       2.4741       0.2797   324.5
0.2330           2.7530       2.4635       0.2895   336.0
0.2340           2.7584       2.4522       0.3062   355.3
0.2350           2.7565       2.4403       0.3162   367.0
0.2360           2.7386       2.4280       0.3106   360.5
0.2370           2.7271       2.4155       0.3116   361.6
0.2380           2.7358       2.4024       0.3334   386.8
0.2390           2.7339       2.3888       0.3451   400.4
0.2400           2.7466       2.3747       0.3718   431.5
0.2410           2.7460       2.3601       0.3859   447.8
0.2420           2.7352       2.3450       0.3902   452.8
0.2430           2.7421       2.3296       0.4125   478.7
0.2440           2.7421       2.3138       0.4283   497.0
0.2450           2.7474       2.2976       0.4497   521.9
0.2460           2.7503       2.2815       0.4688   544.0
0.2470           2.7423       2.2655       0.4767   553.2
0.2480           2.7410       2.2500       0.4910   569.8
0.2490           2.7392       2.2351       0.5041   585.0
0.2500           2.7335       2.2212       0.5123   594.5
0.2510           2.7198       2.2086       0.5111   593.1
0.2520           2.7241       2.1978       0.5263   610.8
0.2530           2.7125       2.1891       0.5234   607.4
0.2540           2.7418       2.1828       0.5590   648.7
0.2550           2.7424       2.1796       0.5628   653.1
0.2560           2.7384       2.1798       0.5586   648.2
0.2570           2.7446       2.1840       0.5606   650.6
0.2580           2.7424       2.1926       0.5498   638.0
0.2590           2.7396       2.2057       0.5340   619.7
0.2600           2.7346       2.2228       0.5117   593.8
0.2610           2.7329       2.2437       0.4893   567.8
0.2620           2.7245       2.2672       0.4573   530.6
0.2630           2.7297       2.2920       0.4377   507.9
0.2640           2.7268       2.3168       0.4100   475.8
0.2650           2.7333       2.3400       0.3933   456.4
0.2660           2.7345       2.3609       0.3736   433.6
0.2670           2.7257       2.3779       0.3478   403.7
0.2680           2.7350       2.3898       0.3452   400.6
0.2690           2.7300       2.3964       0.3336   387.2
0.2700           2.7275       2.3984       0.3291   381.9
0.2710           2.7213       2.3963       0.3250   377.1
0.2720           2.7337       2.3911       0.3426   397.6
0.2730           2.7460       2.3840       0.3620   420.1
0.2740           2.7534       2.3759       0.3775   438.1
0.2750           2.7522       2.3678       0.3843   446.0
0.2760           2.7451       2.3607       0.3843   446.0
0.2770           2.7528       2.3542       0.3986   462.5
0.2780           2.7569       2.3471       0.4098   475.6
0.2790           2.7697       2.3392       0.4304   499.5
0.2800           2.7635       2.3292       0.4343   504.0
0.2810           2.7561       2.3169       0.4391   509.6
0.2820           2.7481       2.3025       0.4456   517.1
0.2830           2.7522       2.2861       0.4661   540.9
0.2840           2.7544       2.2679       0.4865   564.5
0.2850           2.7606       2.2485       0.5121   594.3
0.2860           2.7586       2.2289       0.5297   614.7
0.2870           2.7628       2.2100       0.5528   641.5
0.2880           2.7550       2.1926       0.5624   652.6
0.2890           2.7460       2.1777       0.5683   659.5
0.2900           2.7456       2.1652       0.5803   673.4
0.2910           2.7457       2.1557       0.5900   684.7
0.2920           2.7545       2.1493       0.6052   702.3
0.2930           2.7493       2.1462       0.6031   699.8
0.2940           2.7486       2.1460       0.6026   699.2
0.2950           2.7328       2.1484       0.5844   678.2
0.2960           2.7408       2.1530       0.5878   682.1
0.2970           2.7421       2.1595       0.5825   676.0
0.2980           2.7388       2.1676       0.5712   662.9
0.2990           2.7252       2.1767       0.5484   636.4
0.3000           2.7146       2.1866       0.5280   612.7
0.3010           2.7123       2.1971       0.5152   597.9
0.3020           2.7070       2.2079       0.4991   579.2
0.3030           2.7169       2.2192       0.4977   577.6
0.3040           2.7166       2.2304       0.4863   564.3
0.3050           2.7191       2.2413       0.4779   554.5
0.3060           2.7306       2.2519       0.4787   555.5
0.3070           2.7285       2.2621       0.4664   541.2
0.3080           2.7302       2.2721       0.4581   531.6
0.3090           2.7284       2.2816       0.4468   518.5
0.3100           2.7335       2.2905       0.4430   514.0
0.3110           2.7267       2.2989       0.4278   496.5
0.3120           2.7232       2.3065       0.4167   483.5
0.3130           2.7229       2.3135       0.4094   475.1
0.3140           2.7273       2.3199       0.4074   472.8
0.3150           2.7305       2.3256       0.4048   469.8
0.3160           2.7245       2.3309       0.3936   456.8
0.3170           2.7210       2.3355       0.3855   447.3
0.3180           2.7149       2.3396       0.3753   435.5
0.3190           2.7082       2.3431       0.3651   423.7
0.3200           2.7057       2.3459       0.3597   417.4
0.3210           2.7001       2.3482       0.3519   408.4
0.3220           2.6908       2.3498       0.3410   395.7
0.3230           2.6973       2.3506       0.3467   402.3
0.3240           2.6902       2.3508       0.3394   393.8
0.3250           2.6875       2.3503       0.3372   391.2
0.3260           2.6959       2.3491       0.3468   402.4
0.3270           2.6865       2.3473       0.3392   393.6
0.3280           2.6783       2.3448       0.3336   387.1
0.3290           2.6803       2.3417       0.3387   393.0
0.3300           2.6750       2.3379       0.3370   391.1
0.3310           2.6764       2.3337       0.3428   397.8
0.3320           2.6618       2.3288       0.3329   386.3
0.3330           2.6589       2.3235       0.3354   389.2
0.3340           2.6483       2.3177       0.3306   383.7
0.3350           2.6433       2.3113       0.3320   385.3
0.3360           2.6407       2.3042       0.3365   390.4
0.3370           2.6381       2.2967       0.3414   396.2
0.3380           2.6418       2.2886       0.3532   409.9
0.3390           2.6474       2.2800       0.3674   426.4
0.3400           2.6512       2.2706       0.3806   441.7
0.3410           2.6497       2.2607       0.3891   451.5
0.3420           2.6558       2.2500       0.4057   470.8
0.3430           2.6638       2.2386       0.4251   493.4
0.3440           2.6635       2.2267       0.4368   506.9
0.3450           2.6691       2.2140       0.4551   528.1
0.3460           2.6693       2.2007       0.4686   543.8
0.3470           2.6607       2.1872       0.4735   549.5
0.3480           2.6496       2.1734       0.4762   552.6
0.3490           2.6451       2.1596       0.4855   563.4
0.3500           2.6584       2.1456       0.5128   595.1
0.3510           2.6615       2.1314       0.5301   615.2
0.3520           2.6629       2.1174       0.5455   633.0
0.3530           2.6603       2.1038       0.5565   645.8
0.3540           2.6538       2.0909       0.5629   653.2
0.3550           2.6566       2.0790       0.5776   670.3
0.3560           2.6555       2.0685       0.5870   681.1
0.3570           2.6599       2.0597       0.6002   696.5
0.3580           2.6527       2.0530       0.5997   696.0
0.3590           2.6546       2.0489       0.6057   702.9
0.3600           2.6657       2.0480       0.6177   716.8
0.3610           2.6599       2.0507       0.6091   706.9
0.3620           2.6538       2.0572       0.5966   692.3
0.3630           2.6550       2.0676       0.5874   681.7
0.3640           2.6442       2.0821       0.5621   652.3
0.3650           2.6645       2.1007       0.5638   654.2
0.3660           2.6677       2.1233       0.5444   631.8
0.3670           2.6678       2.1491       0.5187   601.9
0.3680           2.6738       2.1770       0.4968   576.5
0.3690           2.6722       2.2051       0.4671   542.0
0.3700           2.6750       2.2323       0.4427   513.7
0.3710           2.6855       2.2585       0.4270   495.5
0.3720           2.6866       2.2813       0.4053   470.4
0.3730           2.6834       2.2996       0.3838   445.4
0.3740           2.6845       2.3123       0.3722   431.9
0.3750           2.6896       2.3197       0.3698   429.2
0.3760           2.6856       2.3220       0.3636   422.0
0.3770           2.6822       2.3193       0.3629   421.1
0.3780           2.6809       2.3118       0.3691   428.3
0.3790           2.6818       2.3007       0.3812   442.3
0.3800           2.6851       2.2876       0.3975   461.3
0.3810           2.6890       2.2726       0.4164   483.2
0.3820           2.6858       2.2562       0.4296   498.5
0.3830           2.6957       2.2380       0.4577   531.1
0.3840           2.7011       2.2184       0.4827   560.2
0.3850           2.7091       2.1975       0.5117   593.8
0.3860           2.7023       2.1761       0.5262   610.7
0.3870           2.7006       2.1548       0.5458   633.3
0.3880           2.6905       2.1338       0.5567   646.0
0.3890           2.6748       2.1136       0.5612   651.3
0.3900           2.6923       2.0939       0.5984   694.4
0.3910           2.7044       2.0751       0.6293   730.2
0.3920           2.7070       2.0582       0.6488   752.9
0.3930           2.7064       2.0437       0.6627   769.0
0.3940           2.6928       2.0318       0.6610   767.1
0.3950           2.6890       2.0223       0.6666   773.6
0.3960           2.6932       2.0152       0.6780   786.8
0.3970           2.6954       2.0103       0.6850   795.0
0.3980           2.6969       2.0077       0.6892   799.8
0.3990           2.7148       2.0071       0.7077   821.3
0.4000           2.7059       2.0083       0.6976   809.5
0.4010           2.6867       2.0109       0.6757   784.1
0.4020           2.6763       2.0146       0.6617   767.8
0.4030           2.6789       2.0191       0.6598   765.7
0.4040           2.6750       2.0240       0.6510   755.5
0.4050           2.6773       2.0292       0.6481   752.1
0.4060           2.6641       2.0343       0.6299   730.9
0.4070           2.6609       2.0394       0.6215   721.2
0.4080           2.6475       2.0445       0.6031   699.8
0.4090           2.6514       2.0493       0.6021   698.8
0.4100           2.6487       2.0535       0.5952   690.7
0.4110           2.6424       2.0574       0.5850   678.9
0.4120           2.6527       2.0607       0.5920   686.9
0.4130           2.6615       2.0634       0.5982   694.1
0.4140           2.6753       2.0653       0.6100   707.9
0.4150           2.6886       2.0663       0.6223   722.2
0.4160           2.6999       2.0664       0.6335   735.1
0.4170           2.7110       2.0655       0.6455   749.1
0.4180           2.7013       2.0636       0.6377   740.0
0.4190           2.7012       2.0608       0.6404   743.1
0.4200           2.6845       2.0571       0.6274   728.1
0.4210           2.6898       2.0524       0.6374   739.6
0.4220           2.6950       2.0469       0.6482   752.2
0.4230           2.6971       2.0403       0.6568   762.2
0.4240           2.7006       2.0328       0.6678   775.0
0.4250           2.7026       2.0246       0.6780   786.8
0.4260           2.7013       2.0155       0.6858   795.8
0.4270           2.6973       2.0056       0.6917   802.6
0.4280           2.6903       1.9951       0.6952   806.7
0.4290           2.6766       1.9843       0.6923   803.4
0.4300           2.6781       1.9730       0.7051   818.2
0.4310           2.6696       1.9616       0.7081   821.7
0.4320           2.6626       1.9504       0.7123   826.6
0.4330           2.6700       1.9396       0.7305   847.7
0.4340           2.6667       1.9295       0.7371   855.4
0.4350           2.6679       1.9209       0.7470   866.9
0.4360           2.6715       1.9142       0.7573   878.9
0.4370           2.6655       1.9101       0.7554   876.6
0.4380           2.6634       1.9090       0.7545   875.5
0.4390           2.6614       1.9116       0.7498   870.2
0.4400           2.6548       1.9185       0.7363   854.4
0.4410           2.6580       1.9305       0.7276   844.3
0.4420           2.6554       1.9479       0.7074   820.9
0.4430           2.6522       1.9707       0.6815   790.8
0.4440           2.6495       1.9984       0.6510   755.5
0.4450           2.6511       2.0306       0.6205   720.1
0.4460           2.6545       2.0663       0.5882   682.6
0.4470           2.6511       2.1033       0.5478   635.7
0.4480           2.6488       2.1399       0.5089   590.6
0.4490           2.6350       2.1732       0.4618   535.9
0.4500           2.6428       2.2021       0.4407   511.5
0.4510           2.6333       2.2239       0.4094   475.1
0.4520           2.6399       2.2362       0.4038   468.5
0.4530           2.6416       2.2373       0.4042   469.1
0.4540           2.6531       2.2259       0.4272   495.7
0.4550           2.6577       2.2016       0.4561   529.3
0.4560           2.6578       2.1665       0.4913   570.1
0.4570           2.6568       2.1246       0.5323   617.7
0.4580           2.6476       2.0771       0.5704   662.0
0.4590           2.6549       2.0261       0.6288   729.7
0.4600           2.6583       1.9730       0.6854   795.3
0.4610           2.6515       1.9206       0.7309   848.2
0.4620           2.6557       1.8706       0.7851   911.1
0.4630           2.6514       1.8239       0.8275   960.3
0.4640           2.6456       1.7807       0.8649  1003.7
0.4650           2.6308       1.7420       0.8888  1031.4
0.4660           2.6384       1.7073       0.9311  1080.5
0.4670           2.6406       1.6767       0.9640  1118.6
0.4680           2.6341       1.6499       0.9842  1142.1
0.4690           2.6327       1.6267       1.0060  1167.5
0.4700           2.6104       1.6067       1.0036  1164.7
0.4710           2.6091       1.5897       1.0195  1183.0
0.4720           2.6058       1.5752       1.0306  1196.0
0.4730           2.6065       1.5632       1.0433  1210.7
0.4740           2.6081       1.5532       1.0549  1224.1
0.4750           2.5923       1.5452       1.0471  1215.1
0.4760           2.5860       1.5391       1.0469  1214.9
0.4770           2.5952       1.5348       1.0604  1230.5
0.4780           2.6059       1.5327       1.0732  1245.4
0.4790           2.6019       1.5332       1.0688  1240.3
0.4800           2.5988       1.5365       1.0623  1232.8
0.4810           2.6219       1.5431       1.0788  1251.9
0.4820           2.6373       1.5537       1.0836  1257.5
0.4830           2.6317       1.5687       1.0630  1233.5
0.4840           2.6204       1.5887       1.0317  1197.2
0.4850           2.6184       1.6142       1.0042  1165.4
0.4860           2.6112       1.6453       0.9659  1120.9
0.4870           2.6175       1.6825       0.9350  1085.1
0.4880           2.6231       1.7252       0.8979  1041.9
0.4890           2.6137       1.7728       0.8410   975.9
0.4900           2.6095       1.8235       0.7860   912.1
0.4910           2.6028       1.8766       0.7262   842.7
0.4920           2.6139       1.9296       0.6843   794.1
0.4930           2.6145       1.9805       0.6340   735.7
0.4940           2.6029       2.0268       0.5761   668.5
0.4950           2.5997       2.0662       0.5335   619.2
0.4960           2.6008       2.0960       0.5047   585.7
0.4970           2.5992       2.1145       0.4847   562.5
0.4980           2.5975       2.1212       0.4763   552.7
0.4990           2.5865       2.1164       0.4701   545.5
0.5000           2.5765       2.1002       0.4763   552.7
0.5010           2.5776       2.0742       0.5034   584.1
0.5020           2.5964       2.0395       0.5568   646.2
0.5030           2.5978       1.9977       0.6001   696.4
0.5040           2.5896       1.9518       0.6378   740.1
0.5050           2.5860       1.9052       0.6808   790.0
0.5060           2.5811       1.8595       0.7216   837.4
0.5070           2.5812       1.8160       0.7652   888.0
0.5080           2.5864       1.7763       0.8101   940.1
0.5090           2.5918       1.7409       0.8509   987.4
0.5100           2.5855       1.7104       0.8751  1015.5
0.5110           2.5830       1.6848       0.8981  1042.2
0.5120           2.5686       1.6638       0.9048  1050.0
0.5130           2.5797       1.6469       0.9328  1082.4
0.5140           2.5818       1.6338       0.9480  1100.1
0.5150           2.5743       1.6238       0.9505  1103.0
0.5160           2.5722       1.6167       0.9556  1108.9
0.5170           2.5682       1.6115       0.9566  1110.1
0.5180           2.5753       1.6080       0.9673  1122.5
0.5190           2.5795       1.6056       0.9739  1130.2
0.5200           2.5747       1.6039       0.9708  1126.6
0.5210           2.5702       1.6027       0.9675  1122.7
0.5220           2.5679       1.6018       0.9661  1121.1
0.5230           2.5777       1.6010       0.9767  1133.4
0.5240           2.5725       1.6000       0.9725  1128.6
0.5250           2.5663       1.5987       0.9677  1122.9
0.5260           2.5429       1.5971       0.9458  1097.6
0.5270           2.5372       1.5952       0.9420  1093.2
0.5280           2.5272       1.5931       0.9341  1084.0
0.5290           2.5119       1.5908       0.9211  1068.9
0.5300           2.5118       1.5886       0.9232  1071.4
0.5310           2.5126       1.5866       0.9260  1074.6
0.5320           2.5062       1.5852       0.9210  1068.8
0.5330           2.4956       1.5844       0.9112  1057.4
0.5340           2.4875       1.5847       0.9029  1047.7
0.5350           2.4913       1.5861       0.9052  1050.4
0.5360           2.4929       1.5892       0.9037  1048.6
0.5370           2.4935       1.5941       0.8993  1043.6
0.5380           2.4896       1.6012       0.8884  1031.0
0.5390           2.4841       1.6106       0.8734  1013.6
0.5400           2.4736       1.6226       0.8511   987.6
0.5410           2.4788       1.6372       0.8416   976.7
0.5420           2.4796       1.6546       0.8249   957.3
0.5430           2.4977       1.6747       0.8230   955.1
0.5440           2.4677       1.6969       0.7708   894.5
0.5450           2.4683       1.7208       0.7474   867.4
0.5460           2.4664       1.7459       0.7205   836.1
0.5470           2.4889       1.7717       0.7172   832.3
0.5480           2.4721       1.7975       0.6745   782.8
0.5490           2.4656       1.8213       0.6443   747.7
0.5500           2.4656       1.8423       0.6233   723.3
0.5510           2.4494       1.8592       0.5902   684.9
0.5520           2.4418       1.8714       0.5704   661.9
0.5530           2.4558       1.8794       0.5764   668.9
0.5540           2.4503       1.8827       0.5676   658.7
0.5550           2.4311       1.8804       0.5507   639.1
0.5560           2.4284       1.8727       0.5557   644.9
0.5570           2.4204       1.8606       0.5597   649.5
0.5580           2.4106       1.8450       0.5657   656.4
0.5590           2.4141       1.8259       0.5882   682.6
0.5600           2.4154       1.8051       0.6103   708.2
0.5610           2.4027       1.7836       0.6191   718.4
0.5620           2.4120       1.7625       0.6495   753.8
0.5630           2.4139       1.7427       0.6713   779.0
0.5640           2.4073       1.7246       0.6827   792.2
0.5650           2.3974       1.7088       0.6886   799.1
0.5660           2.3934       1.6954       0.6979   809.9
0.5670           2.3985       1.6846       0.7138   828.4
0.5680           2.3896       1.6763       0.7132   827.7
0.5690           2.3821       1.6705       0.7116   825.8
0.5700           2.3672       1.6671       0.7002   812.5
0.5710           2.3659       1.6658       0.7001   812.4
0.5720           2.3606       1.6666       0.6939   805.2
0.5730           2.3619       1.6692       0.6927   803.8
0.5740           2.3526       1.6734       0.6793   788.3
0.5750           2.3444       1.6789       0.6655   772.3
0.5760           2.3545       1.6857       0.6688   776.1
0.5770           2.3514       1.6932       0.6583   763.9
0.5780           2.3478       1.7012       0.6466   750.4
