Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0500           5.4163       5.3727       0.0436    25.3
0.0510           5.4195       5.3725       0.0471    27.3
0.0520           5.4226       5.3722       0.0504    29.3
0.0530           5.4255       5.3719       0.0536    31.1
0.0540           5.4259       5.3715       0.0544    31.5
0.0550           5.4278       5.3711       0.0567    32.9
0.0560           5.4269       5.3707       0.0563    32.6
0.0570           5.4262       5.3703       0.0559    32.4
0.0580           5.4306       5.3698       0.0608    35.3
0.0590           5.4306       5.3693       0.0613    35.6
0.0600           5.4345       5.3688       0.0657    38.1
0.0610           5.4423       5.3682       0.0742    43.0
0.0620           5.4388       5.3675       0.0713    41.4
0.0630           5.4395       5.3669       0.0727    42.2
0.0640           5.4403       5.3662       0.0741    43.0
0.0650           5.4391       5.3655       0.0736    42.7
0.0660           5.4338       5.3647       0.0691    40.1
0.0670           5.4347       5.3638       0.0709    41.2
0.0680           5.4345       5.3627       0.0718    41.7
0.0690           5.4346       5.3615       0.0731    42.4
0.0700           5.4352       5.3601       0.0751    43.6
0.0710           5.4372       5.3587       0.0785    45.6
0.0720           5.4394       5.3570       0.0824    47.8
0.0730           5.4393       5.3552       0.0841    48.8
0.0740           5.4390       5.3533       0.0857    49.7
0.0750           5.4396       5.3513       0.0883    51.2
0.0760           5.4403       5.3491       0.0912    52.9
0.0770           5.4393       5.3467       0.0926    53.7
0.0780           5.4372       5.3441       0.0930    54.0
0.0790           5.4406       5.3414       0.0992    57.5
0.0800           5.4372       5.3386       0.0985    57.2
0.0810           5.4355       5.3357       0.0998    57.9
0.0820           5.4347       5.3327       0.1021    59.2
0.0830           5.4372       5.3295       0.1078    62.5
0.0840           5.4351       5.3262       0.1089    63.2
0.0850           5.4361       5.3227       0.1134    65.8
0.0860           5.4380       5.3190       0.1189    69.0
0.0870           5.4378       5.3151       0.1226    71.2
0.0880           5.4415       5.3110       0.1305    75.7
0.0890           5.4374       5.3067       0.1307    75.8
0.0900           5.4379       5.3025       0.1354    78.6
0.0910           5.4400       5.2982       0.1418    82.3
0.0920           5.4435       5.2938       0.1497    86.9
0.0930           5.4449       5.2892       0.1557    90.4
0.0940           5.4475       5.2844       0.1631    94.6
0.0950           5.4505       5.2793       0.1711    99.3
0.0960           5.4448       5.2741       0.1706    99.0
0.0970           5.4497       5.2687       0.1810   105.0
0.0980           5.4565       5.2631       0.1934   112.2
0.0990           5.4507       5.2573       0.1935   112.3
0.1000           5.4501       5.2513       0.1988   115.3
0.1010           5.4544       5.2453       0.2091   121.3
0.1020           5.4551       5.2391       0.2160   125.3
0.1030           5.4602       5.2328       0.2274   131.9
0.1040           5.4668       5.2265       0.2403   139.4
0.1050           5.4745       5.2201       0.2544   147.6
0.1060           5.4753       5.2137       0.2616   151.8
0.1070           5.4762       5.2074       0.2688   156.0
0.1080           5.4850       5.2010       0.2840   164.8
0.1090           5.4854       5.1948       0.2906   168.6
0.1100           5.4863       5.1890       0.2973   172.5
0.1110           5.4863       5.1832       0.3031   175.9
0.1120           5.4915       5.1777       0.3138   182.1
0.1130           5.4988       5.1725       0.3263   189.4
0.1140           5.4940       5.1676       0.3264   189.4
0.1150           5.4977       5.1632       0.3345   194.1
0.1160           5.5020       5.1590       0.3429   199.0
0.1170           5.5041       5.1553       0.3488   202.4
0.1180           5.4984       5.1518       0.3466   201.1
0.1190           5.4936       5.1487       0.3449   200.1
0.1200           5.4849       5.1460       0.3389   196.6
0.1210           5.4816       5.1436       0.3380   196.1
0.1220           5.4708       5.1415       0.3294   191.1
0.1230           5.4691       5.1395       0.3296   191.2
0.1240           5.4708       5.1376       0.3331   193.3
0.1250           5.4757       5.1355       0.3403   197.4
0.1260           5.4690       5.1330       0.3360   194.9
0.1270           5.4613       5.1302       0.3310   192.1
0.1280           5.4601       5.1269       0.3332   193.4
0.1290           5.4567       5.1224       0.3342   193.9
0.1300           5.4569       5.1173       0.3396   197.1
0.1310           5.4627       5.1114       0.3513   203.8
0.1320           5.4560       5.1046       0.3513   203.9
0.1330           5.4540       5.0974       0.3566   206.9
0.1340           5.4598       5.0898       0.3700   214.7
0.1350           5.4581       5.0823       0.3758   218.0
0.1360           5.4562       5.0747       0.3815   221.4
0.1370           5.4558       5.0672       0.3886   225.5
0.1380           5.4634       5.0599       0.4035   234.1
0.1390           5.4617       5.0533       0.4084   237.0
0.1400           5.4614       5.0478       0.4136   240.0
0.1410           5.4483       5.0434       0.4050   235.0
0.1420           5.4512       5.0400       0.4112   238.6
0.1430           5.4516       5.0378       0.4138   240.1
0.1440           5.4582       5.0372       0.4209   244.2
0.1450           5.4794       5.0384       0.4410   255.9
0.1460           5.4726       5.0413       0.4313   250.2
0.1470           5.4803       5.0455       0.4348   252.3
0.1480           5.4751       5.0515       0.4237   245.8
0.1490           5.4746       5.0591       0.4155   241.1
0.1500           5.4760       5.0680       0.4080   236.7
0.1510           5.4675       5.0778       0.3897   226.1
0.1520           5.4550       5.0879       0.3671   213.0
0.1530           5.4475       5.0980       0.3496   202.8
0.1540           5.4506       5.1076       0.3430   199.0
0.1550           5.4565       5.1166       0.3399   197.2
0.1560           5.4486       5.1247       0.3238   187.9
0.1570           5.4418       5.1315       0.3103   180.1
0.1580           5.4397       5.1366       0.3031   175.8
0.1590           5.4395       5.1400       0.2995   173.8
0.1600           5.4369       5.1415       0.2955   171.4
0.1610           5.4407       5.1408       0.2998   174.0
0.1620           5.4316       5.1380       0.2937   170.4
0.1630           5.4411       5.1337       0.3074   178.4
0.1640           5.4344       5.1279       0.3065   177.8
0.1650           5.4361       5.1205       0.3156   183.1
0.1660           5.4390       5.1114       0.3276   190.1
0.1670           5.4374       5.1010       0.3364   195.2
0.1680           5.4543       5.0893       0.3651   211.8
0.1690           5.4571       5.0763       0.3808   220.9
0.1700           5.4633       5.0629       0.4004   232.3
0.1710           5.4557       5.0493       0.4064   235.8
0.1720           5.4574       5.0359       0.4215   244.6
0.1730           5.4590       5.0220       0.4370   253.5
0.1740           5.4667       5.0086       0.4581   265.8
0.1750           5.4665       4.9955       0.4709   273.2
0.1760           5.4689       4.9832       0.4857   281.8
0.1770           5.4723       4.9717       0.5006   290.5
0.1780           5.4758       4.9608       0.5150   298.8
0.1790           5.4734       4.9507       0.5227   303.3
0.1800           5.4758       4.9419       0.5340   309.8
0.1810           5.4765       4.9340       0.5425   314.8
0.1820           5.4716       4.9269       0.5446   316.0
0.1830           5.4616       4.9207       0.5410   313.9
0.1840           5.4577       4.9152       0.5425   314.8
0.1850           5.4627       4.9105       0.5522   320.4
0.1860           5.4519       4.9063       0.5456   316.6
0.1870           5.4408       4.9026       0.5382   312.3
0.1880           5.4457       4.8993       0.5464   317.0
0.1890           5.4391       4.8960       0.5431   315.1
0.1900           5.4279       4.8931       0.5349   310.4
0.1910           5.4299       4.8900       0.5399   313.2
0.1920           5.4292       4.8871       0.5421   314.6
0.1930           5.4251       4.8840       0.5411   314.0
0.1940           5.4239       4.8808       0.5431   315.1
0.1950           5.4324       4.8774       0.5550   322.0
0.1960           5.4371       4.8740       0.5631   326.7
0.1970           5.4398       4.8701       0.5697   330.5
0.1980           5.4503       4.8658       0.5845   339.1
0.1990           5.4544       4.8605       0.5939   344.6
0.2000           5.4463       4.8546       0.5917   343.3
0.2010           5.4409       4.8481       0.5929   344.0
0.2020           5.4353       4.8407       0.5946   345.0
0.2030           5.4385       4.8330       0.6054   351.3
0.2040           5.4561       4.8248       0.6313   366.3
0.2050           5.4678       4.8159       0.6520   378.3
0.2060           5.4677       4.8066       0.6611   383.6
0.2070           5.4670       4.7969       0.6700   388.8
0.2080           5.4713       4.7867       0.6846   397.2
0.2090           5.4689       4.7759       0.6929   402.0
0.2100           5.4685       4.7651       0.7034   408.1
0.2110           5.4580       4.7544       0.7036   408.2
0.2120           5.4636       4.7439       0.7198   417.6
0.2130           5.4521       4.7338       0.7183   416.8
0.2140           5.4430       4.7248       0.7182   416.7
0.2150           5.4520       4.7169       0.7351   426.5
0.2160           5.4470       4.7101       0.7369   427.6
0.2170           5.4331       4.7046       0.7285   422.7
0.2180           5.4322       4.7007       0.7315   424.4
0.2190           5.4379       4.6983       0.7396   429.1
0.2200           5.4387       4.6975       0.7412   430.1
0.2210           5.4394       4.6976       0.7418   430.4
0.2220           5.4260       4.6982       0.7278   422.3
0.2230           5.4232       4.6988       0.7244   420.3
0.2240           5.4246       4.6988       0.7258   421.1
0.2250           5.4215       4.6970       0.7245   420.4
0.2260           5.4271       4.6936       0.7335   425.6
0.2270           5.4246       4.6874       0.7372   427.7
0.2280           5.4204       4.6776       0.7428   431.0
0.2290           5.4273       4.6642       0.7630   442.7
0.2300           5.4173       4.6472       0.7702   446.9
0.2310           5.4154       4.6262       0.7892   457.9
0.2320           5.4144       4.6013       0.8131   471.8
0.2330           5.4099       4.5741       0.8358   484.9
0.2340           5.4109       4.5459       0.8650   501.9
0.2350           5.4105       4.5179       0.8926   517.9
0.2360           5.4218       4.4910       0.9307   540.0
0.2370           5.4154       4.4677       0.9476   549.8
0.2380           5.4101       4.4488       0.9612   557.7
0.2390           5.4047       4.4355       0.9692   562.3
0.2400           5.4033       4.4290       0.9743   565.3
0.2410           5.3884       4.4288       0.9597   556.8
0.2420           5.3996       4.4344       0.9652   560.1
0.2430           5.3949       4.4451       0.9499   551.1
0.2440           5.3752       4.4596       0.9155   531.2
0.2450           5.3788       4.4755       0.9033   524.1
0.2460           5.3645       4.4903       0.8742   507.2
0.2470           5.3543       4.5008       0.8535   495.2
0.2480           5.3487       4.5049       0.8438   489.6
0.2490           5.3407       4.5016       0.8392   486.9
0.2500           5.3346       4.4893       0.8453   490.5
0.2510           5.3322       4.4682       0.8640   501.3
0.2520           5.3267       4.4398       0.8869   514.6
0.2530           5.3339       4.4046       0.9294   539.2
0.2540           5.3356       4.3645       0.9710   563.4
0.2550           5.3212       4.3215       0.9996   580.0
0.2560           5.3042       4.2777       1.0265   595.6
0.2570           5.2896       4.2346       1.0550   612.1
0.2580           5.2860       4.1932       1.0928   634.1
0.2590           5.2889       4.1547       1.1341   658.1
0.2600           5.2907       4.1209       1.1698   678.8
0.2610           5.2873       4.0919       1.1954   693.6
0.2620           5.2906       4.0681       1.2226   709.4
0.2630           5.2846       4.0498       1.2347   716.4
0.2640           5.3006       4.0369       1.2637   733.2
0.2650           5.3168       4.0287       1.2881   747.4
0.2660           5.3159       4.0252       1.2908   748.9
0.2670           5.2969       4.0261       1.2708   737.4
0.2680           5.2988       4.0306       1.2682   735.9
0.2690           5.2967       4.0382       1.2585   730.2
0.2700           5.2984       4.0485       1.2498   725.2
0.2710           5.2934       4.0612       1.2323   715.0
0.2720           5.2867       4.0753       1.2113   702.8
0.2730           5.2734       4.0901       1.1833   686.6
0.2740           5.2668       4.1049       1.1619   674.2
0.2750           5.2535       4.1196       1.1339   657.9
0.2760           5.2561       4.1334       1.1227   651.4
0.2770           5.2644       4.1457       1.1187   649.1
0.2780           5.2575       4.1562       1.1013   639.0
0.2790           5.2708       4.1645       1.1063   641.9
0.2800           5.2742       4.1708       1.1035   640.3
0.2810           5.2861       4.1750       1.1111   644.7
0.2820           5.3041       4.1768       1.1274   654.1
0.2830           5.2885       4.1767       1.1118   645.1
0.2840           5.3040       4.1758       1.1282   654.6
0.2850           5.2994       4.1741       1.1253   652.9
0.2860           5.2803       4.1713       1.1090   643.5
0.2870           5.2666       4.1681       1.0985   637.4
0.2880           5.2548       4.1657       1.0891   631.9
0.2890           5.2488       4.1636       1.0851   629.6
0.2900           5.2532       4.1623       1.0909   633.0
0.2910           5.2575       4.1621       1.0954   635.6
0.2920           5.2682       4.1630       1.1052   641.2
0.2930           5.2693       4.1654       1.1038   640.5
0.2940           5.2740       4.1692       1.1048   641.0
0.2950           5.2818       4.1745       1.1074   642.5
0.2960           5.2711       4.1807       1.0904   632.7
0.2970           5.2700       4.1877       1.0823   628.0
0.2980           5.2781       4.1961       1.0820   627.8
0.2990           5.2739       4.2053       1.0686   620.0
0.3000           5.2780       4.2147       1.0633   617.0
0.3010           5.2769       4.2236       1.0533   611.2
0.3020           5.2601       4.2315       1.0286   596.8
0.3030           5.2694       4.2370       1.0324   599.0
0.3040           5.2660       4.2390       1.0270   595.9
0.3050           5.2522       4.2378       1.0144   588.6
0.3060           5.2370       4.2338       1.0032   582.1
0.3070           5.2408       4.2265       1.0143   588.5
0.3080           5.2329       4.2156       1.0173   590.3
0.3090           5.2286       4.2019       1.0267   595.7
0.3100           5.2211       4.1858       1.0352   600.7
0.3110           5.2090       4.1680       1.0410   604.0
0.3120           5.2236       4.1489       1.0746   623.5
0.3130           5.2448       4.1287       1.1160   647.6
0.3140           5.2489       4.1084       1.1404   661.7
0.3150           5.2449       4.0885       1.1563   670.9
0.3160           5.2436       4.0699       1.1737   681.0
0.3170           5.2282       4.0527       1.1755   682.1
0.3180           5.2201       4.0372       1.1829   686.4
0.3190           5.2261       4.0236       1.2025   697.7
0.3200           5.2290       4.0113       1.2176   706.5
0.3210           5.2119       4.0008       1.2111   702.7
0.3220           5.2020       3.9915       1.2105   702.4
0.3230           5.2051       3.9835       1.2216   708.8
0.3240           5.1969       3.9764       1.2204   708.1
0.3250           5.1823       3.9698       1.2125   703.5
0.3260           5.1687       3.9636       1.2051   699.2
0.3270           5.1677       3.9574       1.2104   702.3
0.3280           5.1617       3.9509       1.2109   702.6
0.3290           5.1464       3.9447       1.2017   697.2
0.3300           5.1378       3.9383       1.1995   696.0
0.3310           5.1482       3.9314       1.2168   706.0
0.3320           5.1288       3.9242       1.2046   699.0
0.3330           5.1351       3.9168       1.2183   706.9
0.3340           5.1280       3.9097       1.2183   706.9
0.3350           5.1372       3.9029       1.2343   716.2
0.3360           5.1571       3.8965       1.2606   731.4
0.3370           5.1654       3.8905       1.2749   739.7
0.3380           5.1607       3.8851       1.2756   740.1
0.3390           5.1710       3.8806       1.2903   748.7
0.3400           5.1617       3.8773       1.2845   745.3
0.3410           5.1431       3.8755       1.2676   735.5
0.3420           5.1335       3.8754       1.2581   730.0
0.3430           5.1246       3.8772       1.2474   723.8
0.3440           5.1235       3.8811       1.2424   720.9
0.3450           5.1315       3.8873       1.2443   722.0
0.3460           5.1357       3.8959       1.2398   719.4
0.3470           5.1496       3.9070       1.2426   721.0
0.3480           5.1440       3.9211       1.2228   709.5
0.3490           5.1537       3.9381       1.2156   705.3
0.3500           5.1586       3.9572       1.2014   697.1
0.3510           5.1549       3.9787       1.1763   682.5
0.3520           5.1322       4.0016       1.1305   656.0
0.3530           5.1235       4.0255       1.0980   637.1
0.3540           5.1157       4.0492       1.0664   618.8
0.3550           5.1285       4.0713       1.0572   613.4
0.3560           5.1320       4.0914       1.0406   603.8
0.3570           5.1369       4.1088       1.0281   596.5
0.3580           5.1471       4.1225       1.0247   594.5
0.3590           5.1592       4.1312       1.0281   596.5
0.3600           5.1651       4.1334       1.0318   598.6
0.3610           5.1806       4.1287       1.0519   610.3
0.3620           5.1703       4.1170       1.0534   611.2
0.3630           5.1632       4.0984       1.0649   617.9
0.3640           5.1657       4.0734       1.0923   633.8
0.3650           5.1647       4.0420       1.1227   651.4
0.3660           5.1747       4.0045       1.1703   679.0
0.3670           5.1930       3.9615       1.2314   714.5
0.3680           5.2017       3.9155       1.2862   746.3
0.3690           5.1986       3.8666       1.3320   772.9
0.3700           5.2050       3.8160       1.3890   805.9
0.3710           5.2096       3.7658       1.4438   837.8
0.3720           5.2008       3.7173       1.4835   860.8
0.3730           5.1807       3.6719       1.5088   875.4
0.3740           5.1828       3.6303       1.5525   900.8
0.3750           5.1651       3.5930       1.5722   912.2
0.3760           5.1554       3.5610       1.5944   925.1
0.3770           5.1428       3.5346       1.6082   933.1
0.3780           5.1417       3.5142       1.6276   944.4
0.3790           5.1502       3.4992       1.6510   957.9
0.3800           5.1298       3.4901       1.6398   951.4
0.3810           5.1290       3.4861       1.6429   953.2
0.3820           5.1355       3.4868       1.6487   956.6
0.3830           5.1253       3.4920       1.6334   947.7
0.3840           5.1129       3.5009       1.6120   935.3
0.3850           5.1378       3.5129       1.6249   942.8
0.3860           5.1361       3.5273       1.6088   933.5
0.3870           5.1535       3.5432       1.6103   934.3
0.3880           5.1535       3.5598       1.5937   924.7
0.3890           5.1481       3.5764       1.5717   912.0
0.3900           5.1637       3.5928       1.5710   911.5
0.3910           5.1591       3.6077       1.5514   900.1
0.3920           5.1560       3.6211       1.5349   890.6
0.3930           5.1615       3.6328       1.5287   887.0
0.3940           5.1473       3.6422       1.5051   873.3
0.3950           5.1461       3.6489       1.4972   868.7
0.3960           5.1439       3.6539       1.4900   864.5
0.3970           5.1694       3.6578       1.5116   877.1
0.3980           5.1669       3.6608       1.5061   873.9
0.3990           5.1608       3.6638       1.4971   868.6
0.4000           5.1666       3.6676       1.4991   869.8
0.4010           5.1698       3.6732       1.4966   868.3
0.4020           5.1782       3.6816       1.4966   868.4
0.4030           5.1770       3.6936       1.4834   860.7
0.4040           5.1908       3.7098       1.4810   859.3
0.4050           5.1878       3.7316       1.4562   844.9
0.4060           5.1612       3.7593       1.4019   813.4
0.4070           5.1516       3.7934       1.3581   788.0
0.4080           5.1575       3.8338       1.3237   768.0
0.4090           5.1594       3.8803       1.2792   742.2
0.4100           5.1488       3.9317       1.2171   706.2
0.4110           5.1497       3.9855       1.1642   675.5
0.4120           5.1382       4.0394       1.0988   637.6
0.4130           5.1242       4.0906       1.0336   599.7
0.4140           5.1009       4.1357       0.9652   560.0
0.4150           5.1030       4.1721       0.9310   540.2
0.4160           5.0960       4.1988       0.8972   520.6
0.4170           5.0992       4.2139       0.8853   513.7
0.4180           5.0961       4.2171       0.8789   510.0
0.4190           5.0865       4.2066       0.8799   510.5
0.4200           5.0778       4.1839       0.8938   518.6
0.4210           5.0821       4.1516       0.9304   539.9
0.4220           5.0723       4.1105       0.9618   558.1
0.4230           5.0790       4.0637       1.0153   589.1
0.4240           5.0768       4.0138       1.0630   616.8
0.4250           5.0857       3.9620       1.1237   652.0
0.4260           5.0824       3.9110       1.1714   679.7
0.4270           5.0876       3.8623       1.2253   710.9
0.4280           5.0852       3.8175       1.2677   735.6
0.4290           5.0800       3.7769       1.3031   756.1
0.4300           5.0729       3.7407       1.3322   773.0
0.4310           5.0741       3.7096       1.3645   791.7
0.4320           5.0780       3.6834       1.3946   809.2
0.4330           5.0840       3.6617       1.4223   825.3
0.4340           5.0944       3.6446       1.4498   841.2
0.4350           5.0789       3.6323       1.4466   839.3
0.4360           5.0769       3.6243       1.4525   842.8
0.4370           5.0706       3.6204       1.4502   841.4
0.4380           5.0470       3.6199       1.4270   828.0
0.4390           5.0481       3.6224       1.4257   827.2
0.4400           5.0547       3.6274       1.4273   828.1
0.4410           5.0580       3.6349       1.4231   825.7
0.4420           5.0621       3.6443       1.4177   822.6
0.4430           5.0699       3.6554       1.4145   820.7
0.4440           5.0557       3.6676       1.3881   805.4
0.4450           5.0635       3.6808       1.3827   802.3
0.4460           5.0732       3.6946       1.3786   799.9
0.4470           5.0651       3.7088       1.3563   787.0
0.4480           5.0487       3.7232       1.3255   769.1
0.4490           5.0470       3.7376       1.3094   759.8
0.4500           5.0524       3.7519       1.3005   754.6
0.4510           5.0647       3.7659       1.2988   753.6
0.4520           5.0649       3.7795       1.2854   745.8
0.4530           5.0520       3.7924       1.2596   730.9
0.4540           5.0597       3.8042       1.2555   728.5
0.4550           5.0612       3.8154       1.2458   722.8
0.4560           5.0562       3.8260       1.2303   713.8
0.4570           5.0580       3.8357       1.2223   709.2
0.4580           5.0466       3.8446       1.2020   697.4
0.4590           5.0413       3.8526       1.1887   689.7
0.4600           5.0232       3.8596       1.1636   675.1
0.4610           5.0008       3.8656       1.1352   658.7
0.4620           4.9985       3.8707       1.1278   654.4
0.4630           4.9955       3.8750       1.1205   650.2
0.4640           5.0037       3.8787       1.1249   652.7
0.4650           4.9911       3.8818       1.1092   643.6
0.4660           5.0110       3.8843       1.1267   653.7
0.4670           4.9991       3.8860       1.1131   645.8
0.4680           4.9983       3.8872       1.1111   644.7
0.4690           4.9926       3.8882       1.1044   640.8
0.4700           4.9964       3.8889       1.1076   642.6
0.4710           4.9976       3.8894       1.1082   643.0
0.4720           4.9963       3.8897       1.1066   642.1
0.4730           4.9924       3.8902       1.1021   639.5
0.4740           5.0021       3.8912       1.1109   644.6
0.4750           5.0309       3.8923       1.1386   660.6
0.4760           5.0307       3.8939       1.1367   659.6
0.4770           5.0261       3.8963       1.1298   655.5
0.4780           5.0385       3.8991       1.1394   661.1
0.4790           5.0479       3.9024       1.1455   664.6
0.4800           5.0342       3.9062       1.1280   654.5
0.4810           5.0248       3.9104       1.1145   646.6
0.4820           5.0364       3.9146       1.1218   650.9
0.4830           5.0437       3.9185       1.1252   652.9
0.4840           5.0476       3.9221       1.1255   653.1
0.4850           5.0559       3.9248       1.1311   656.3
0.4860           5.0529       3.9263       1.1266   653.7
0.4870           5.0484       3.9256       1.1228   651.5
0.4880           5.0470       3.9224       1.1245   652.5
0.4890           5.0436       3.9161       1.1275   654.2
0.4900           5.0383       3.9066       1.1317   656.6
0.4910           5.0291       3.8929       1.1361   659.2
0.4920           5.0133       3.8755       1.1377   660.2
0.4930           5.0165       3.8546       1.1619   674.2
0.4940           5.0206       3.8307       1.1899   690.4
0.4950           5.0115       3.8052       1.2063   699.9
0.4960           4.9973       3.7781       1.2192   707.4
0.4970           4.9916       3.7500       1.2415   720.4
0.4980           4.9824       3.7227       1.2598   731.0
0.4990           4.9857       3.6964       1.2892   748.1
0.5000           4.9892       3.6723       1.3169   764.1
0.5010           4.9921       3.6516       1.3405   777.8
0.5020           4.9879       3.6352       1.3527   784.9
0.5030           5.0084       3.6234       1.3850   803.6
0.5040           5.0292       3.6171       1.4121   819.4
0.5050           5.0336       3.6168       1.4168   822.0
0.5060           5.0223       3.6227       1.3995   812.0
0.5070           5.0232       3.6348       1.3884   805.6
0.5080           5.0296       3.6529       1.3767   798.8
0.5090           5.0218       3.6771       1.3447   780.2
0.5100           5.0237       3.7061       1.3175   764.5
0.5110           5.0384       3.7386       1.2999   754.2
0.5120           5.0270       3.7736       1.2534   727.3
0.5130           5.0149       3.8099       1.2050   699.2
0.5140           5.0006       3.8453       1.1553   670.3
0.5150           5.0067       3.8774       1.1293   655.2
0.5160           5.0074       3.9041       1.1034   640.2
0.5170           4.9814       3.9239       1.0575   613.6
0.5180           4.9985       3.9365       1.0620   616.2
0.5190           4.9819       3.9413       1.0406   603.8
0.5200           5.0042       3.9377       1.0665   618.8
0.5210           5.0081       3.9261       1.0820   627.8
0.5220           5.0132       3.9076       1.1056   641.5
0.5230           5.0094       3.8828       1.1267   653.7
0.5240           5.0250       3.8533       1.1717   679.8
0.5250           5.0162       3.8207       1.1956   693.7
0.5260           5.0205       3.7860       1.2345   716.3
0.5270           5.0087       3.7510       1.2577   729.7
0.5280           5.0113       3.7175       1.2938   750.7
0.5290           5.0215       3.6859       1.3356   774.9
0.5300           5.0249       3.6572       1.3677   793.6
0.5310           5.0224       3.6323       1.3901   806.6
0.5320           5.0211       3.6112       1.4099   818.0
0.5330           5.0324       3.5938       1.4386   834.7
0.5340           5.0267       3.5803       1.4465   839.3
0.5350           5.0270       3.5706       1.4564   845.1
0.5360           5.0163       3.5644       1.4519   842.4
0.5370           5.0102       3.5612       1.4490   840.8
0.5380           5.0324       3.5604       1.4719   854.1
0.5390           5.0219       3.5616       1.4603   847.3
0.5400           5.0325       3.5645       1.4680   851.8
0.5410           5.0284       3.5688       1.4596   846.9
0.5420           5.0201       3.5744       1.4457   838.8
0.5430           5.0310       3.5812       1.4498   841.2
0.5440           5.0233       3.5888       1.4344   832.3
0.5450           5.0127       3.5971       1.4156   821.4
0.5460           4.9959       3.6056       1.3903   806.7
0.5470           4.9863       3.6140       1.3723   796.2
0.5480           4.9922       3.6222       1.3700   794.9
0.5490           4.9952       3.6302       1.3650   792.0
0.5500           5.0165       3.6382       1.3784   799.8
0.5510           5.0031       3.6459       1.3572   787.5
0.5520           5.0047       3.6531       1.3516   784.2
0.5530           5.0095       3.6598       1.3497   783.1
0.5540           5.0104       3.6657       1.3447   780.2
0.5550           5.0210       3.6712       1.3498   783.2
0.5560           5.0173       3.6760       1.3412   778.2
0.5570           5.0322       3.6801       1.3521   784.5
0.5580           4.9953       3.6837       1.3116   761.0
0.5590           5.0034       3.6864       1.3170   764.2
0.5600           5.0162       3.6880       1.3282   770.6
0.5610           4.9921       3.6886       1.3035   756.4
0.5620           4.9848       3.6878       1.2970   752.5
0.5630           4.9957       3.6860       1.3097   759.9
0.5640           4.9823       3.6833       1.2990   753.7
0.5650           4.9942       3.6799       1.3143   762.6
0.5660           4.9897       3.6757       1.3140   762.4
0.5670           4.9872       3.6709       1.3162   763.7
0.5680           5.0163       3.6652       1.3512   784.0
0.5690           5.0155       3.6587       1.3568   787.3
0.5700           5.0155       3.6518       1.3638   791.3
0.5710           5.0145       3.6440       1.3705   795.2
0.5720           5.0062       3.6355       1.3707   795.3
0.5730           5.0031       3.6263       1.3768   798.8
0.5740           5.0200       3.6165       1.4035   814.4
0.5750           5.0162       3.6063       1.4099   818.1
0.5760           5.0008       3.5956       1.4052   815.3
0.5770           5.0062       3.5846       1.4216   824.9
0.5780           5.0237       3.5732       1.4505   841.6
0.5790           5.0056       3.5617       1.4439   837.8
